name,address,city,country,province,latitude,longitude,categories,price_range_min,price_range_max
Pat's Pizzeria,544 Ontario St,Buffalo,US,New York,42.958246,-78.896041,Restaurant and Pizza Place,0,25
Italiano's Pizza,5101 York Blvd,Los Angeles,US,California,34.121169,-118.204592,Italian Restaurant,0,25
Tomato Pie,7751 1/2 Melrose Ave,Los Angeles,US,California,34.083887,-118.358655,Restaurant and Pizza Place,0,25
Cascarino's,302 Main St,Farmingdale,US,New York,40.732558,-73.446004,Italian Restaurant,25,40
Salerno Pizza,29-24 30th Ave,Astoria,US,New York,40.767368,-73.922714,Italian Restaurant,0,25
Pomodoro Ristorante,51 Spring St,New York,US,New York,40.722028,-73.996423,Italian Restaurant,25,40
Famous Original Ray's Pizza,1827 2nd Ave,New York,US,New York,40.783414,-73.948014,Others,25,40
Smiling Pizza Restaurant,323 7th Ave,Brooklyn,US,New York,40.667034,-73.981452,Italian Restaurant,0,25
Romeo's Pizza,103-20 Liberty Ave,Ozone Park,US,New York,40.681724,-73.837618,Others,0,25
Pizza Boy,7404 37th Ave,Jackson Heights,US,New York,40.748964,-73.891715,Restaurant and Pizza Place,0,25
Belmora Pizza & Restaurant,139 E 57th St,New York,US,New York,40.760937,-73.969096,Italian Restaurant,0,25
Gino's Restaurant,7414 5th Ave,Brooklyn,US,New York,40.62987,-74.02249,Italian Restaurant,25,40
Famous Original Ray's Pizza,736 7th Ave,New York,US,New York,40.760351,-73.983873,Restaurant and Pizza Place,0,25
OMG Pizza,1307 Myrtle Ave,Brooklyn,US,New York,40.698128,-73.925081,Restaurant and Pizza Place,0,25
Pastafina,876 Lexington Ave,New York,US,New York,40.766337,-73.965289,Italian Restaurant,0,25
John's of Bleecker Street,278 Bleecker St,New York,US,New York,40.731674,-74.003381,American Restaurant,25,40
Lil' Frankie's,19 1st Ave,New York,US,New York,40.723668,-73.988546,Italian Restaurant,25,40
Da Vinci Pizza,44 Water St,New York,US,New York,40.703556,-74.010011,Restaurant and Pizza Place,0,25
New York Pizza Suprema,413 8th Ave,New York,US,New York,40.750052,-73.995007,Restaurant and Pizza Place,0,25
Mariella Pizza,965 Lexington Ave,New York,US,New York,40.76915,-73.962822,Restaurant and Pizza Place,0,25
Royal Pizza,592 3rd Ave,New York,US,New York,40.748789,-73.976255,Italian Restaurant,0,25
Sutton Pizza and Gyro,1140 1st Ave,New York,US,New York,40.761803,-73.960159,Italian Restaurant,0,25
Pizzatown,85 5th Ave,Brooklyn,US,New York,40.680023,-73.978003,Italian Restaurant,0,25
Pizza Mizza,140 S Hope Ave,Santa Barbara,US,California,34.436726,-119.748688,Restaurant and Pizza Place,25,40
Idaho Pizza Company,4218 W Overland Rd,Boise,US,Idaho,43.589757,-116.234494,Restaurant and Pizza Place,0,25
Sorrento Pizza,16631 21 Mile Rd,Macomb,US,Michigan,42.642234,-82.955978,Restaurant and Pizza Place,0,25
John's Pizza Subs,4241 Delaware Ave,Tonawanda,US,New York,42.99975262,-78.87476708,Traditional Pizza Place,0,25
Sal's Gilbert Pizza,1150 S Gilbert Rd,Gilbert,US,Arizona,33.32911,-111.790677,Italian Restaurant,25,40
Goodfella's Pizza,3661 Waldo Ave,Bronx,US,New York,40.887121,-73.904301,Restaurant and Pizza Place,0,25
Dino's Pizzeria,5660 Mosholu Ave,Bronx,US,New York,40.905048,-73.901438,Restaurant and Pizza Place,0,25
Pizza In The Square,750 Central Park Ave,Yonkers,US,New York,40.92573,-73.85606,Restaurant and Pizza Place,0,25
Buon Gusto,2642 W Horizon Ridge Pkwy,Henderson,US,Nevada,36.001881,-115.102955,Restaurant and Pizza Place,0,25
Luigi's Pizza Kitchen,1447 State Highway 248,Branson,US,Missouri,36.662774,-93.240597,Restaurant and Pizza Place,0,25
Chuck E. Cheese's,14637 Memorial Dr,Houston,US,Texas,29.770062,-95.607981,Restaurant and Pizza Place,0,25
Napoli On The Bay,820 12th Ave S,Naples,US,Florida,26.13263,-81.794716,Restaurant and Pizza Place,0,25
Mario's Pizza,13915 N Dysart Rd,El Mirage,US,Arizona,33.61057,-112.341209,Italian Restaurant,0,25
Union Pizza Company,1570 Rosecrans Ave,Manhattan Beach,US,California,33.901695,-118.385485,American Restaurant,25,40
Streets of New York,9240 W Northern Ave,Peoria,US,Arizona,33.552664,-112.258016,Restaurant and Pizza Place,25,40
Papa John's Pizza,4606 W Diversey Ave,Chicago,US,Illinois,41.931592,-87.741939,Restaurant and Pizza Place,0,25
Piz-zetta,90 Livingston St,Brooklyn,US,New York,40.691267,-73.990643,Restaurant and Pizza Place,25,40
Twin Oak Wood Fire Fare,1201 Strassner Dr,Saint Louis,US,Missouri,38.622946,-90.334966,Restaurant and Pizza Place,25,40
Round Table Pizza,4200 Gosford Rd,Bakersfield,US,California,35.31707,-119.09156,Restaurant and Pizza Place,0,25
Zucca Pizza Tavern,2000 South Blvd,Charlotte,US,North Carolina,35.209278,-80.860679,Restaurant and Pizza Place,0,25
ABC Pizza,7512 W Hillsborough Ave,Tampa,US,Florida,27.996336,-82.563664,Restaurant and Pizza Place,0,25
Pie-Tanza,2503 N Harrison St,Arlington,US,Virginia,38.897379,-77.139212,Restaurant and Pizza Place,25,40
Piola,1550 Wilson Blvd,Arlington,US,Virginia,38.89418,-77.076237,Italian Restaurant,25,40
Luigi's,1524 Valley Dr,Syracuse,US,New York,43.002766,-76.153465,Restaurant and Pizza Place,0,25
Gino's Pizza,22 W Main St,Patchogue,US,New York,40.765725,-73.015683,Restaurant and Pizza Place,0,25
Rennas Pizza,840 Nautica Dr,Jacksonville,US,Florida,30.480182,-81.638517,Restaurant and Pizza Place,0,25
Papa Murphy's,3325 28th St,Boulder,US,Colorado,40.035269,-105.259768,Restaurant and Pizza Place,0,25
Papa Murphy's,12407 N Mo Pac Expy,Austin,US,Texas,30.416873,-97.704935,Restaurant and Pizza Place,0,25
Sbarro,2077 Newpark Mall,Newark,US,California,37.52823,-122.000245,Restaurant and Pizza Place,0,25
Sbarro,689 Parkway Plz,El Cajon,US,California,32.804533,-116.966542,Italian Restaurant,0,25
Godfather's Pizza,7002 Johnson Dr,Mission,US,Kansas,39.022612,-94.666323,Restaurant and Pizza Place,0,25
Pizza Hut,1300 Pittsburgh St,Cheswick,US,Pennsylvania,40.541076,-79.802482,Restaurant and Pizza Place,0,25
Pizza Hut,406 Lysle Blvd,McKeesport,US,Pennsylvania,40.351733,-79.863189,Restaurant and Pizza Place,0,25
DoubleDave's Pizza Works,7312 Louetta Rd,Spring,US,Texas,30.020866,-95.524098,Restaurant and Pizza Place,0,25
DoubleDave's Pizza Works,2626 Research Forest Dr,Spring,US,Texas,30.177428,-95.477531,Restaurant and Pizza Place,0,25
DoubleDave's Pizza Works,3421 W William Cannon Dr,Austin,US,Texas,30.212961,-97.82944,Restaurant and Pizza Place,0,25
Detroit Style Pizza Co,29347 Gratiot Ave,Roseville,US,Michigan,42.512938,-82.926937,Restaurant and Pizza Place,0,25
California Pizza Kitchen,2200 E Thousand Oaks Blvd,Thousand Oaks,US,California,34.174461,-118.844574,Restaurant and Pizza Place,25,40
Johnny's Pizza,6124 Hickory Flat Hwy,Canton,US,Georgia,34.176702,-84.420458,Restaurant and Pizza Place,0,25
Johnny's Pizza,230 Glynn St N,Fayetteville,US,Georgia,33.451048,-84.455063,Restaurant and Pizza Place,0,25
Johnny's Pizza,834 Virginia Ave,Atlanta,US,Georgia,33.659073,-84.416482,Restaurant and Pizza Place,0,25
California Pizza Kitchen,1735 Arden Way,Sacramento,US,California,38.599467,-121.42662,Restaurant and Pizza Place,25,40
Pizza Inn,3315 N Town East Blvd,Mesquite,US,Texas,32.801954,-96.646622,Restaurant and Pizza Place,0,25
Mazzio's Pizza,1133 N University Dr,Nacogdoches,US,Texas,31.611437,-94.640021,Restaurant and Pizza Place,0,25
California Pizza Kitchen,500 Lakewood Center Mall,Lakewood,US,California,33.850455,-118.140378,Italian Restaurant,25,40
California Pizza Kitchen,11677 San Vicente Blvd,Los Angeles,US,California,34.054118,-118.46511,Restaurant and Pizza Place,25,40
Paisano's Pizza Grill,1798 Ashley Road,Charleston,US,South Carolina,32.802518,-80.01702,Restaurant and Pizza Place,0,25
Roma Pizza,1724 E 7th Ave,Tampa,US,Florida,27.960411,-82.439702,Restaurant and Pizza Place,0,25
New York New York,1512 E 7th Ave,Tampa,US,Florida,27.960247,-82.442426,Restaurant and Pizza Place,0,25
Extreme Pizza,5829 Jarvis Ave,Newark,US,California,37.55239,-122.048035,Restaurant and Pizza Place,0,25
Pizza East,113125 N Green St,Chicago,US,Illinois,41.883746,-87.648281,Restaurant and Pizza Place,0,25
Fresh Brothers,11740 San Vicente Blvd,Los Angeles,US,California,34.052925,-118.467013,Restaurant and Pizza Place,0,25
Slice Of Life,3715 Patriot Way,Wilmington,US,North Carolina,34.174503,-77.893256,Restaurant and Pizza Place,25,40
Angelinas Pizza,300 S Roosevelt Dr,Seaside,US,Oregon,45.99163,-123.92129,Restaurant and Pizza Place,0,25
Barbaro,2720 McCullough Ave,San Antonio,US,Texas,29.455674,-98.491661,Restaurant and Pizza Place,40,55
Lower East Side Pizza,181 E Broadway,New York,US,New York,40.713863,-73.9892,Restaurant and Pizza Place,0,25
PizzaFire,22 Exchange St,Akron,US,Ohio,41.07621,-81.521279,Restaurant and Pizza Place,0,25
Coal Vines,1251 State St,Richardson,US,Texas,33.001611,-96.70036,Restaurant and Pizza Place,0,25
Spizzico To Go,33 N Lake St,Aurora,US,Illinois,41.760166,-88.317748,Restaurant and Pizza Place,0,25
Giovanni's Old World New York Pizzeria LP,5924 S Land Park Dr,Sacramento,US,California,38.519272,-121.51358,Restaurant and Pizza Place,0,25
Laguna Pizza,8785 Center Pkwy Ste B100,Sacramento,US,California,38.439204,-121.418983,Restaurant and Pizza Place,0,25
Happy's Pizza,27080 John R Rd,Madison Heights,US,Michigan,42.492126,-83.104625,Restaurant and Pizza Place,0,25
Andiamo Pizzeria,134 Main St,El Segundo,US,California,33.917359,-118.415554,Restaurant and Pizza Place,0,25
Gialina Pizzeria,2842 Diamond St,San Francisco,US,California,37.733961,-122.43406,Restaurant and Pizza Place,25,40
Albany Pizza Company,600 San Pablo Ave,Albany,US,California,37.895676,-122.301163,Restaurant and Pizza Place,0,25
Pirates Pizza,180 W Peckham Ln,Reno,US,Nevada,39.487042,-119.797864,Restaurant and Pizza Place,0,25
Layla Jones,214 Court St,Brooklyn,US,New York,40.686664,-73.99383,Restaurant and Pizza Place,0,25
Angelina's Pizzeria,835 Seven Hills Dr,Henderson,US,Nevada,35.996804,-115.124244,Restaurant and Pizza Place,0,25
A Brooklyn Pizzeria,401 C St,San Diego,US,California,32.71657,-117.16102,Restaurant and Pizza Place,0,25
Dante's Italian Eatery,208 N Market St,Dallas,US,Texas,32.780666,-96.806166,Italian Restaurant,0,25
Baker's Pizza,201 Avenue A,New York,US,New York,40.729476,-73.981244,Restaurant and Pizza Place,0,25
Alfredo's Pizza Cafe,1040 S Washington Ave,Scranton,US,Pennsylvania,41.399429,-75.674653,Restaurant and Pizza Place,25,40
Bricks Neapolitan Pizza,407 2nd St,Hudson,US,Wisconsin,44.974094,-92.757116,Restaurant and Pizza Place,0,25
Il Bosco,7120 E Becker Ln,Scottsdale,US,Arizona,33.583142,-111.927321,Restaurant and Pizza Place,0,25
Lamppost Pizza,27661 Bouquet Canyon Rd,Santa Clarita,US,California,34.443173,-118.510685,Restaurant and Pizza Place,0,25
Lamppost Pizza,78772 Highway 111,La Quinta,US,California,33.712079,-116.290919,Restaurant and Pizza Place,0,25
Abby's Legendary Pizza,1913 Portland Rd,Newberg,US,Oregon,45.302832,-122.960347,Restaurant and Pizza Place,25,40
Little Caesar's Pizza,2601 S Main St,Rice Lake,US,Wisconsin,45.477009,-91.735141,Restaurant and Pizza Place,0,25
Little Caesar's Pizza,1235 Bell Ave,Hartford,US,Wisconsin,43.31695,-88.360091,Restaurant and Pizza Place,0,25
Little Caesar's Pizza,1617 Summit Ave,Waukesha,US,Wisconsin,43.021826,-88.254084,Restaurant and Pizza Place,0,25
Little Caesar's Pizza,321 E Spring St,Palestine,US,Texas,31.761702,-95.629073,Restaurant and Pizza Place,0,25
Little Caesar's Pizza,6823 Forest Hill Ave,Richmond,US,Virginia,37.53818,-77.520325,Restaurant and Pizza Place,0,25
Gatti's Pizza,2121 W Parmer Ln,Austin,US,Texas,30.415855,-97.697148,Restaurant and Pizza Place,0,25
Grimaldi's Pizzeria,2643 Commercial Center Blvd,Katy,US,Texas,29.740716,-95.775357,Restaurant and Pizza Place,25,40
Little Caesar's Pizza,960 N Main St,Lancaster,US,South Carolina,34.729255,-80.775805,Restaurant and Pizza Place,0,25
Little Caesar's Pizza,175 S Nova Rd,Ormond Beach,US,Florida,29.276176,-81.082906,Restaurant and Pizza Place,0,25
Little Caesar's Pizza,6653 Central Ave,Saint Petersburg,US,Florida,27.770847,-82.729883,Restaurant and Pizza Place,0,25
Little Caesar's Pizza,276 E Eau Gallie Blvd,Satellite Beach,US,Florida,28.138537,-80.596461,Restaurant and Pizza Place,0,25
Little Caesar's Pizza,102 New Market,Madison,US,North Carolina,36.397847,-79.969764,Restaurant and Pizza Place,0,25
Little Caesar's Pizza,211 Asheville Hwy,Hendersonville,US,North Carolina,35.3148,-82.461079,Restaurant and Pizza Place,0,25
Fat Baby's Pizza and Subs,120 Arrow Ro Suite B,Hilton Head Island,US,South Carolina,32.159378,-80.76318499999998,Restaurant and Pizza Place,0,25
Dough Boys,1B New Orleans Rd,Hilton Head Island,US,South Carolina,32.159211,-80.752712,Restaurant and Pizza Place,0,25
Rock Creek Pizza Co.,10255 S 1300 E,Sandy,US,Utah,40.565136,-111.853124,Restaurant and Pizza Place,0,25
Zoey's Pizza,690 10th St,Marion,US,Iowa,42.033134,-91.599388,Restaurant and Pizza Place,25,40
Werkhaus Pizza,3637 Werk Rd,Cincinnati,US,Ohio,39.141548,-84.624665,Restaurant and Pizza Place,0,25
The Good Pizza,8115 W Manchester Ave,Playa del Rey,US,California,33.958889,-118.438278,Restaurant and Pizza Place,0,25
Pizzarelli's,15858 Manchester Rd,Ballwin,US,Missouri,38.592536,-90.585904,Restaurant and Pizza Place,0,25
Red's Savoy Pizza,1830 Webster St,Hudson,US,Wisconsin,44.960196,-92.732063,Restaurant and Pizza Place,0,25
Pizza Perfect,341 Clofton Dr,Nashville,US,Tennessee,36.063827,-86.939213,Restaurant and Pizza Place,0,25
Coalfire,1321 W Grand Ave,Chicago,US,Illinois,41.891039,-87.659182,Restaurant and Pizza Place,25,40
Grasso's,5202 Transit Rd,Depew,US,New York,42.89685,-78.697144,Restaurant and Pizza Place,0,25
Leo's Pizza,6720 Coral Way,Miami,US,Florida,25.747757,-80.304247,Restaurant and Pizza Place,0,25
Papa John's Pizza,8725 Roswell Rd,Atlanta,US,Georgia,33.995873,-84.349807,Restaurant and Pizza Place,0,25
Papa John's Pizza,1860 Barnett Shoals Rd,Athens,US,Georgia,33.924903,-83.339783,Restaurant and Pizza Place,0,25
Saint Pizza Lounge,3817 SE Gladstone St,Portland,US,Oregon,45.493479,-122.623439,Restaurant and Pizza Place,0,25
Little Caesar's Pizza,1648 E Algonquin Rd,Schaumburg,US,Illinois,42.066064,-88.037924,Restaurant and Pizza Place,0,25
Black Rock Pizza Co.,2855 N Mccarran Blvd,Sparks,US,Nevada,39.556387,-119.755348,Restaurant and Pizza Place,0,25
Grimaldi's Pizzeria,16535 Southwest Fwy,Sugar Land,US,Texas,29.592916,-95.623048,Restaurant and Pizza Place,25,40
Pronto Pizzeria Rotisserie,2560 El Camino Real,Redwood City,US,California,37.47290538,-122.2171314,Traditional Pizza Place,0,25
Barro's Pizza,1545 S Power Rd,Mesa,US,Arizona,33.388018,-111.683937,Italian Restaurant,0,25
Sofia Pizza Shoppe,989 1st Ave,New York,US,New York,40.756676,-73.964348,Restaurant and Pizza Place,0,25
Brooklyn Bros Pizzeria,8010 Crescent Park Dr,Gainesville,US,Virginia,38.784637,-77.663836,Traditional Pizza Place,0,25
Astoria's Pizza Pasta,4629 168th St SW,Lynnwood,US,Washington,47.846762,-122.296074,Traditional Pizza Place,0,25
Art Of Pizza,431 E Girard Ave,Philadelphia,US,Pennsylvania,39.970539,-75.129702,Restaurant and Pizza Place,0,25
California Pizza Kitchen,136 Stanford Shopping Center,Palo Alto,US,California,37.443415,-122.172272,Traditional Pizza Place,25,40
Jack's Pizza,5007 Pacific Coast Hwy,Torrance,US,California,33.812763,-118.367578,Restaurant and Pizza Place,0,25
Bella's Pizza,29 N Market St,Selinsgrove,US,Pennsylvania,40.798672,-76.862135,Restaurant and Pizza Place,0,25
Sauce,742 E Glendale Ave,Phoenix,US,Arizona,33.53876,-112.06394,Italian Restaurant,0,25
Mama's Pizza,2661 Shillington Rd,Reading,US,Pennsylvania,40.316742,-76.000534,Restaurant and Pizza Place,25,40
Austin Terrier,3435 Greystone Dr,Austin,US,Texas,30.357106,-97.74863,American Restaurant,0,25
Buca di Beppo Italian Restaurant,11200 Lakeline Mall Dr,Cedar Park,US,Texas,30.47077,-97.806219,Italian Restaurant,25,40
Barro's Pizza,1113 S Signal Butte Rd,Mesa,US,Arizona,33.3951,-111.597641,Restaurant and Pizza Place,25,40
Barro's Pizza,2711 S Alma School Rd,Mesa,US,Arizona,33.365251,-111.859094,Italian Restaurant,25,40
Barro's Pizza,1066 N Power Rd,Mesa,US,Arizona,33.435691,-111.684866,Restaurant and Pizza Place,0,25
Lupi's,406 Broad St,Chattanooga,US,Tennessee,35.051879,-85.310575,Restaurant and Pizza Place,0,25
La Nova Pizzeria,371 W Ferry St,Buffalo,US,New York,42.915339,-78.887454,Restaurant and Pizza Place,0,25
La Nova Pizzeria,5151 Main St,Buffalo,US,New York,42.960153,-78.760884,Restaurant and Pizza Place,25,40
Belleview Pizza,5428 SE Abshier Blvd,Belleview,US,Florida,29.059934,-82.058825,Restaurant and Pizza Place,0,25
Mikey's Late Night Slice,15 E Duncan St,Columbus,US,Ohio,40.015651,-83.011279,Restaurant and Pizza Place,0,25
Twin City Pizza,6151 FM 78,San Antonio,US,Texas,29.477237,-98.368641,Italian Restaurant,0,25
Sorrento Pizza,1845 Derry St,Harrisburg,US,Pennsylvania,40.261778,-76.859415,Restaurant and Pizza Place,0,25
Angelo's Pizza,215 Glen Cove Rd,Carle Place,US,New York,40.747841,-73.617626,Restaurant and Pizza Place,0,25
Gino's Pizzeria,6501 Kissena Blvd,Flushing,US,New York,40.737123,-73.814621,Restaurant and Pizza Place,0,25
Rotolo's Pizza,2163 W Dublin Granville Rd,Columbus,US,Ohio,40.089641,-83.048094,Others,0,25
Union Pizzeria,1245 Chicago Ave,Evanston,US,Illinois,42.040121,-87.680374,Restaurant and Pizza Place,25,40
Tony Pepperoni Pizzeria,805 College Blvd,Oceanside,US,California,33.24096,-117.292482,Restaurant and Pizza Place,0,25
Pizza Boy,1177 S State College Blvd,Anaheim,US,California,33.819399,-117.889665,Restaurant and Pizza Place,0,25
Z Pizza,27015 Mcbean Pkwy,Valencia,US,California,34.422946,-118.564031,Restaurant and Pizza Place,0,25
Rezzini's Pizzeria,3960 N Studebaker Rd,Long Beach,US,California,33.829891,-118.099479,Italian Restaurant,0,25
One Stop Pizza,2815 36th Ave,Astoria,US,New York,40.757476,-73.931586,Restaurant and Pizza Place,0,25
New Roma Pizza,116 Delancey St,New York,US,New York,40.719181,-73.987645,Restaurant and Pizza Place,0,25
Libretto's Pizzeria,15205 John J Delaney Dr Ste A,Charlotte,US,North Carolina,35.054154,-80.846687,Traditional Pizza Place,25,40
TRUE Crafted Pizza,7828 Rea Rd,Charlotte,US,North Carolina,35.06116152,-80.81696533,Traditional Pizza Place,25,40
Mama Mia's Pizza,3761 S Nova Rd,Port Orange,US,Florida,29.131123,-81.00595581,Traditional Pizza Place,0,25
Forcella La Pizza Di Napoli,485 Lorimer St,Brooklyn,US,New York,40.711535,-73.949063,Restaurant and Pizza Place,25,40
King's Pizza,5908 Edinger Ave,Huntington Beach,US,California,33.729939,-118.025043,Restaurant and Pizza Place,0,25
Sir Pizza,12562 SW 120th St,Miami,US,Florida,25.656882,-80.390947,Restaurant and Pizza Place,0,25
Papa John's Pizza,1710 W Main St,Kalamazoo,US,Michigan,42.294491,-85.609596,Restaurant and Pizza Place,0,25
City Line Pizza and Pasta,1224 Liberty Ave,Brooklyn,US,New York,40.67906,-73.86384,Restaurant and Pizza Place,0,25
Jet's Pizza,31089 Hayes Rd,Warren,US,Michigan,42.525104,-82.96906,Restaurant and Pizza Place,0,25
Jet's Pizza,715 W Michigan Ave,Saline,US,Michigan,42.161734,-83.793651,Restaurant and Pizza Place,0,25
Jet's Pizza,2034 W Auburn Rd,Rochester,US,Michigan,42.635012,-83.171121,Restaurant and Pizza Place,0,25
"MacKenzie River Pizza, Grill Pub",2910 E 57th Ave Ste E,Spokane,US,Washington,47.60207,-117.36832,Clubs,25,40
Giordano's,14325 S La Grange Rd,Orland Park,US,Illinois,41.629927,-87.853794,Restaurant and Pizza Place,0,25
Giordano's,10410 W Cermak Rd,Westchester,US,Illinois,41.848682,-87.882267,Restaurant and Pizza Place,0,25
Moccio's Pizza,1620 Deerfield Rd,Highland Park,US,Illinois,42.175677,-87.822513,Restaurant and Pizza Place,0,25
Papa Murphy's Pizza,16563 W 151st St,Olathe,US,Kansas,38.854495,-94.776892,Restaurant and Pizza Place,0,25
Marco's Pizza,2820 Stelzer,Columbus,US,Ohio,40.032842,-82.909949,Restaurant and Pizza Place,0,25
Jet's Pizza,5040 North Tarrant Pkwy,Keller,US,Texas,32.893408,-97.274259,Restaurant and Pizza Place,0,25
Sbarro,3500 S Meridian,Puyallup,US,Washington,47.157917,-122.293093,Restaurant and Pizza Place,0,25
Mr. Jim's Pizza,108 S Ranch House Rd,Aledo,US,Texas,32.733936,-97.633051,Restaurant and Pizza Place,0,25
DoubleDave's Pizza Works,19186 Blanco Rd,San Antonio,US,Texas,29.620972,-98.512759,Restaurant and Pizza Place,0,25
DoubleDave's Pizza Works,5201 S Broadway Ave,Tyler,US,Texas,32.295294,-95.301607,Restaurant and Pizza Place,0,25
Pizza Forte,4455 Paradise Rd,Las Vegas,US,Nevada,36.110085,-115.15387,Restaurant and Pizza Place,0,25
Dino and Santino's Pizza,2101 Fillmore St,San Francisco,US,California,37.788934,-122.433821,Restaurant and Pizza Place,25,40
Mama Lucia,11978 US Route 19,Wexford,US,Pennsylvania,40.631425,-80.057823,Italian Restaurant,0,25
Gay Nineties Pizza,288 Main St,Pleasanton,US,California,37.65845,-121.876751,Restaurant and Pizza Place,25,40
Pizza 33,489 3rd Ave,New York,US,New York,40.745149,-73.978522,Restaurant and Pizza Place,0,25
Dough Pizzeria Napoletana,6989 Blanco Rd,San Antonio,US,Texas,29.519417,-98.506851,Restaurant and Pizza Place,40,55
Shakespeare's Pizza,3911 Peachtree Dr,Columbia,US,Missouri,38.90672,-92.33765,Restaurant and Pizza Place,25,40
Spot A Pizza Place,115 Hamilton Ave,Palo Alto,US,California,37.443118,-122.162536,Restaurant and Pizza Place,0,25
Rey's Pizzeria,9513 Northern Blvd,Jackson Heights,US,New York,40.756862,-73.873002,Restaurant and Pizza Place,0,25
Krispy Pizza - Brooklyn,7112 13th Ave,Brooklyn,US,New York,40.62231,-74.005429,Italian Restaurant,0,25
Rocky Rococo,5900 N Port Washington Rd,Milwaukee,US,Wisconsin,43.122832,-87.913369,Restaurant and Pizza Place,0,25
Luigi's Pizzeria,326 Dekalb Ave,Brooklyn,US,New York,40.689665,-73.965454,Restaurant and Pizza Place,0,25
Mr Joe's Pizzeria Restaurant,1048 Old Country Rd,Plainview,US,New York,40.775967,-73.471761,Restaurant and Pizza Place,0,25
Candelari's Pizzeria,25680 Highway 290,Cypress,US,Texas,29.97574,-95.69769,Italian Restaurant,25,40
Michael's Pizzeria,210 E 3rd St,Long Beach,US,California,33.770329,-118.19072,Restaurant and Pizza Place,25,40
Gino's East,8725 W Higgins Rd,Chicago,US,Illinois,41.985371,-87.845028,Restaurant and Pizza Place,25,40
Zia Gourmet Pizza,3311 Adams Ave,San Diego,US,California,32.763088,-117.12255,Restaurant and Pizza Place,0,25
Pompei,1531 W Taylor St,Chicago,US,Illinois,41.869288,-87.664751,Italian Restaurant,0,25
Rocky Rococo,3880 Rib Mountain Dr,Wausau,US,Wisconsin,44.92144,-89.65228,Restaurant and Pizza Place,0,25
Mario's Pizzeria,3842 Sunrise Hwy,Seaford,US,New York,40.674464,-73.490065,Restaurant and Pizza Place,0,25
Massey's Pizza,1951 E Dublin Granville Rd,Columbus,US,Ohio,40.086418,-82.966373,Restaurant and Pizza Place,0,25
Davis Bros Pizza Inc,2402 E Washington St,East Peoria,US,Illinois,40.674617,-89.539797,Restaurant and Pizza Place,0,25
Iggy's Pizzeria,173 1st Ave,New York,US,New York,40.729121,-73.984227,Restaurant and Pizza Place,0,25
Pizza Getti,3320 N Buckner Blvd,Dallas,US,Texas,32.805307,-96.682202,Italian Restaurant,0,25
Angelo's Pizza,1003 Curtiss St,Downers Grove,US,Illinois,41.79385509,-88.00939799,Italian Restaurant,0,25
Warrington Pizza,620 Easton Rd,Warrington,US,Pennsylvania,40.231531,-75.138093,Restaurant and Pizza Place,0,25
Frank's Pizza New York Style,585 S West End Blvd,Quakertown,US,Pennsylvania,40.428926,-75.349297,Restaurant and Pizza Place,0,25
The Red Star Pizza Company,1515 E Tipton St,Seymour,US,Indiana,38.959601,-85.864665,Restaurant and Pizza Place,25,40
Grand Pizza,750 Grand Ave,Saint Paul,US,Minnesota,44.939849,-93.131906,Restaurant and Pizza Place,0,25
Venezia Pizzeria,1115 Astor Ave,Bronx,US,New York,40.859736,-73.855758,Restaurant and Pizza Place,0,25
Pie Five Pizza Co.,15250 Dallas Pkwy,Dallas,US,Texas,32.956888,-96.820291,Restaurant and Pizza Place,0,25
Pizzeria Da Lupo,2525 Arapahoe Ave,Boulder,US,Colorado,40.016945,-105.261669,Restaurant and Pizza Place,25,40
Extreme Pizza,7340 N Academy Blvd,Colorado Springs,US,Colorado,38.93866,-104.798805,American Restaurant,0,25
Bacci Pizzeria,2343 W Chicago Ave,Chicago,US,Illinois,41.895718,-87.686056,Restaurant and Pizza Place,0,25
Gotham Pizza,852 8th Ave,New York,US,New York,40.763039,-73.985387,Italian Restaurant,0,25
Flippin Pizza Frederick,36 S Market St,Frederick,US,Maryland,39.413078,-77.41092,Restaurant and Pizza Place,0,25
Franconia Pizza,6112 Franconia Rd,Alexandria,US,Virginia,38.782273,-77.147443,Restaurant and Pizza Place,0,25
Major League Pizza,2811 Colby Ave,Everett,US,Washington,47.97977,-122.20864,American Restaurant,0,25
Domino's Pizza,950 Mamaroneck Ave,Mamaroneck,US,New York,40.9602,-73.73695,Restaurant and Pizza Place,0,25
California Pizza Kitchen,4712 River City Dr Ste 105,Jacksonville,US,Florida,30.257298,-81.525646,Restaurant and Pizza Place,25,40
Oregano,102 Berry St,Brooklyn,US,New York,40.719044,-73.958595,Italian Restaurant,50,55
Brooklyn Pie Co.,8127 Mesa Dr,Austin,US,Texas,30.372586,-97.755766,Restaurant and Pizza Place,0,25
Fratelli La Bufala,437 Washington Ave,Miami Beach,US,Florida,25.774303,-80.13401,Italian Restaurant,25,40
The Loop Pizza Grill,550 Wells Rd,Orange Park,US,Florida,30.185377,-81.705359,Restaurant and Pizza Place,25,40
The Good Pizza,7929 Emerson Ave,Los Angeles,US,California,33.968887,-118.406319,Italian Restaurant,0,25
Chi Chi's Pizza,27117 Sierra Hwy,Canyon Country,US,California,34.40726,-118.46299,Restaurant and Pizza Place,25,40
Firenze Pizzeria,900 Park Ave SW,Albuquerque,US,New Mexico,35.085312,-106.657548,Restaurant and Pizza Place,0,25
