name,address,city,country,province,latitude,longitude,categories,price_range_min,price_range_max
Papa Johns Pizza,2201 Justin Rd,Flower Mound,US,Texas,33.072195,-97.062672,Restaurant and Pizza Place,0,25
Peppinos Pizza,190 E Whitehall Rd.,Athens,US,Georgia,33.898491,-83.365457,Traditional Pizza Place,0,25
Marios Pizza,851 Main St,Northampton,US,Pennsylvania,40.676956,-75.487083,Traditional Pizza Place,0,25
Tonino Pizzeria Contorni,238 Saw Mill River Rd,Millwood,US,New York,41.18839,-73.802983,Traditional Pizza Place,0,25
Top Tomato Pizza Cafe,1107 Walnut St,Philadelphia,US,Pennsylvania,39.94897,-75.15934,American Restaurant,0,25
Fratellis Pizzeria,6890 Tylersville Rd,West Chester,US,Ohio,39.357537,-84.395632,Italian Restaurant,0,25
Punch Neapolitan Pizza,8310 City Centre Dr.,Saint Paul,US,Minnesota,44.920463,-92.938054,Traditional Pizza Place,25,40
The Original Ginos Pizza,1280 W Alexis Rd,Toledo,US,Ohio,41.721845,-83.573882,Traditional Pizza Place,0,25
Silvios Restaurant Pizzeria,628 Columbus Ave,Thornwood,US,New York,41.11407,-73.77097,Italian Restaurant,25,40
Piesanos Pacchia,3618 Canyon Lake Dr,Rapid City,US,South Dakota,44.070654,-103.27996,Traditional Pizza Place,0,25
Ginos NY Style Pizzeria,35977 US Highway 19 N,Palm Harbor,US,Florida,28.099059,-82.739446,Italian Restaurant,0,25
JJ Twigs Pizza Pub,1200 N Old Rand Rd,Wauconda,US,Illinois,42.277924,-88.149651,Clubs,0,25
Dough Boys Pizza,529 2nd St,Hudson,US,Wisconsin,44.975726,-92.757675,Restaurant and Pizza Place,0,25
Ginos Pizzeria,25-19 Parsons Blvd,Flushing,US,New York,40.776062,-73.823598,Traditional Pizza Place,0,25
Leonardos Pizza,4131 NW 16th Blvd,Gainesville,US,Florida,29.673127,-82.388085,Traditional Pizza Place,25,40
Mineos Wings Pizza Raw Bar,330 Mayfield Dr,Franklin,US,Tennessee,35.954554,-86.802917,Others,0,25
Sorrentos Pizza Roma,233 Atwood St,Pittsburgh,US,Pennsylvania,40.440402,-79.956595,Restaurant and Pizza Place,0,25
Lake Tahoe Pizza Company,1168 Emerald Bay Rd,South Lake Tahoe,US,California,38.907755,-120.001779,Restaurant and Pizza Place,0,25
Bearnos,1318 Bardstown Rd,Louisville,US,Kentucky,38.23479,-85.714527,Restaurant and Pizza Place,0,25
Papa Dans Pizza,73131 Country Club Dr,Palm Desert,US,California,33.757395,-116.388002,Traditional Pizza Place,0,25
Toms Delicious Pizza,3161 Broadway,New York,US,New York,40.814833,-73.958966,Restaurant and Pizza Place,0,25
Riviera Village Pizza,1725 S Catalina Ave,Redondo Beach,US,California,33.817638,-118.388025,Restaurant and Pizza Place,0,25
Mikes Pizzeria,7175 Yellowstone Blvd,Forest Hills,US,New York,40.720713,-73.855257,Restaurant and Pizza Place,0,25
Brother Brunos Pizzeria Restaurant,40 Brotherhood Plaza Dr,Washingtonville,US,New York,41.429823,-74.163165,Italian Restaurant,0,25
Johnnys Pizza,9950 Jones Bridge Rd,Alpharetta,US,Georgia,34.046952,-84.226745,Traditional Pizza Place,0,25
Hollywood North Pizza,95 Beekman Ave,Tarrytown,US,New York,41.084046,-73.863171,Traditional Pizza Place,0,25
Johnnys Pizza Pasta,4628 N Illinois St,Fairview Heights,US,Illinois,38.571857,-89.983625,Restaurant and Pizza Place,0,25
Georgios Pizza,1010 E Grand River Ave,East Lansing,US,Michigan,42.731341,-84.470843,Traditional Pizza Place,0,25
Greek Tonys Pizza Sub Shop,438 Sawdust Rd,Spring,US,Texas,30.127813,-95.448983,Restaurant and Pizza Place,25,40
Gabriels,2625 Keith St NW,Cleveland,US,Tennessee,35.18558,-84.872179,Italian Restaurant,0,25
Big mama papas pizza,10666 Zelzah Ave,Granada Hills,US,California,34.264234,-118.52307,Others,0,25
Standing Stone Brewing Company,101 Oak St,Ashland,US,Oregon,42.197621,-122.714487,Restaurant and Pizza Place,25,40
Kings Pizza,1 Wall St,Kingston,US,New York,41.924422,-74.013289,Traditional Pizza Place,0,25
Specific Gravity Pizzeria Beer Joint,105 E College Ave,Salisbury,US,Maryland,38.348242,-75.597122,American Restaurant,25,40
Diorios South Pizza,600 Main Ave,Durango,US,Colorado,37.270322,-107.881522,Restaurant and Pizza Place,0,25
Marias Old Town 21,21 W Old St,Petersburg,US,Virginia,37.233005,-77.405514,Italian Restaurant,25,40
Rascal House,1836 Euclid Ave,Cleveland,US,Ohio,41.501097,-81.678001,Traditional Pizza Place,0,25
Groovys Pizza,921 Washington Ave,Miami Beach,US,Florida,25.779851,-80.132911,Restaurant and Pizza Place,0,25
Old Chicago Pizza,203 N McDowell Blvd,Petaluma,US,California,38.250343,-122.628761,Traditional Pizza Place,0,25
Rudinos Pizza Grinders,1515 N Pointe Dr,Durham,US,North Carolina,36.027685,-78.915746,Restaurant and Pizza Place,0,25
Station Pizza Deli,1531 W Mission Rd,San Marcos,US,California,33.150886,-117.193875,Restaurant and Pizza Place,0,25
Carbones Pizza,1665 Yankee Doodle Rd,Saint Paul,US,Minnesota,44.833982,-93.177622,Traditional Pizza Place,25,40
Posto,310 2nd Ave,New York,US,New York,40.734737,-73.983049,Italian Restaurant,25,40
Pitfire Artisan Pizza,353 E 17th St,Costa Mesa,US,California,33.631669,-117.913761,Restaurant and Pizza Place,25,40
FatBobs Pizza,1739 Pearl Rd,Brunswick,US,Ohio,41.227417,-81.840927,Restaurant and Pizza Place,0,25
LaRosas Pizzeria Fairfield,5130 Camelot Dr,Fairfield,US,Ohio,39.335866,-84.52986,Traditional Pizza Place,0,25
Olive Peppers,6052 William Flynn Hwy,Bakerstown,US,Pennsylvania,40.660149,-79.93373,Traditional Pizza Place,0,25
New City Pizza,210 S Main St,New City,US,New York,41.139813,-73.98938,Others,0,25
Napolis Pizza,701 N Highway 78,Wylie,US,Texas,33.016412,-96.531957,Italian Restaurant,25,40
Sam Louies New York Pizza,824 10th Ave,Sidney,US,Nebraska,41.14524,-102.977038,Traditional Pizza Place,0,25
JoJos Pizza Pasta,107 W Main St,Mechanicsburg,US,Pennsylvania,40.212503,-77.01056,Italian Restaurant,0,25
New York Pizza,2763 NC 55 Hwy,Cary,US,North Carolina,35.78596,-78.87249,Traditional Pizza Place,0,25
Francescas Pizza,1356 E Main St,Shrub Oak,US,New York,41.327322,-73.83725,Traditional Pizza Place,0,25
Dee Marias,482 Kings Hwy,Valley Cottage,US,New York,41.119631,-73.949753,Restaurant and Pizza Place,0,25
zpizza,148 Main St,Seal Beach,US,California,33.741276,-118.104753,Restaurant and Pizza Place,0,25
Imos Pizza,23 N Bemiston Ave,Saint Louis,US,Missouri,38.651052,-90.33693,Restaurant and Pizza Place,0,25
Bellacinos Pizza Grinders,20129 N Main St,Cornelius,US,North Carolina,35.483189,-80.859475,Traditional Pizza Place,0,25
Giuseppes Pizza,341 Lexington Ave,New York,US,New York,40.749753,-73.97724,Italian Restaurant,0,25
Pies On Pizza and Pasta,375 Lanier Ave E,Fayetteville,US,Georgia,33.45037,-84.437949,Traditional Pizza Place,0,25
LaRosas Pizzeria,4836 Cooper Rd,Cincinnati,US,Ohio,39.231333,-84.375957,Restaurant and Pizza Place,0,25
Capers Pizza Bar,2038 S Byrne Rd,Toledo,US,Ohio,41.601237,-83.62574,Restaurant and Pizza Place,0,25
Sorrentos Of Arbutus,5401 East Dr,Halethorpe,US,Maryland,39.2492,-76.693493,Italian Restaurant,0,25
Roma Pizza,1302 Castle Hill Ave,Bronx,US,New York,40.834398,-73.851803,Traditional Pizza Place,0,25
Jacks Pizzeria,212-49 26th Ave,Bayside,US,New York,40.779292,-73.777343,Traditional Pizza Place,0,25
360 UNO,3801 N Capital of Texas Hwy,Austin,US,Texas,30.336736,-97.803884,Italian Restaurant,25,40
Ginos of Long Beach,16 W Park Ave,Long Beach,US,New York,40.58842,-73.664602,Italian Restaurant,0,25
Toppers Pizza Place,1416 N Moorpark Rd,Thousand Oaks,US,California,34.197704,-118.86805,Restaurant and Pizza Place,25,40
Cafe Luigi,2548 N Clark St,Chicago,US,Illinois,41.929078,-87.642571,Restaurant and Pizza Place,0,25
Accu Pizza,4802 Spruce St,Philadelphia,US,Pennsylvania,39.953614,-75.218341,Restaurant and Pizza Place,25,40
Don Jonos Pizzeria,975 W Jericho Tpke,Smithtown,US,New York,40.848729,-73.2476,Traditional Pizza Place,0,25
Lennys Pizza,1845 Nostrand Ave,Brooklyn,US,New York,40.64067,-73.948433,Traditional Pizza Place,0,25
Abes Pizza,12192 Beach Blvd,Jacksonville,US,Florida,30.287178,-81.496577,Restaurant and Pizza Place,0,25
Catalanos Pizzeria,102 N Main St,Cibolo,US,Texas,29.561918,-98.227211,Italian Restaurant,0,25
Savage Land,700 S Dishman Rd,Spokane,US,Washington,47.65045,-117.28044,Traditional Pizza Place,0,25
Famous Pizza,3190 W State Route 89A,Sedona,US,Arizona,34.861398,-111.816132,Restaurant and Pizza Place,0,25
Papa Johns Pizza,2217 Kecoughtan Rd,Hampton,US,Virginia,37.003059,-76.379426,Restaurant and Pizza Place,0,25
Jaspares Pizza Fine Italian Food,6050 Gull Rd,Kalamazoo,US,Michigan,42.320011,-85.52716,Restaurant and Pizza Place,0,25
Sabatinos NYC Pizza,151 Calhoun St,Charleston,US,South Carolina,32.785633,-79.936788,Others,0,25
Blue Mountain Smokehouse Pizza,8600 Amber Hill Ct,Lincoln,US,Nebraska,40.735713,-96.602018,Traditional Pizza Place,0,25
Just Pizza Wing Co,2350 Delaware Ave,Buffalo,US,New York,42.948045,-78.868886,Traditional Pizza Place,0,25
Lubos New York Pizza,15352 E Ida Dr Unit H,Aurora,US,Colorado,39.611572,-104.809421,Traditional Pizza Place,0,25
US Pizza Co,202 W Dickson St,Fayetteville,US,Arkansas,36.066691,-94.161982,Restaurant and Pizza Place,0,25
Paparonis Pizza,235 W 3rd St,Swansea,US,South Carolina,33.745715,-81.086776,Restaurant and Pizza Place,0,25
Panheads Pizza,113 S Orange St,New Smyrna Beach,US,Florida,29.023665,-80.925125,Traditional Pizza Place,0,25
Primos Brick Oven Pizza,772 E Johnson Hwy,Norristown,US,Pennsylvania,40.12517,-75.317626,Italian Restaurant,0,25
Carmelas Pizzeria Springboro,40 E Central Ave,Springboro,US,Ohio,39.556702,-84.231999,Traditional Pizza Place,0,25
Double Ds Sourdough Pizzeria and Taphouse,"535 Zang St, Broomfield, CO",Broomfield,US,Colorado,39.927562,-105.133654,Others,0,25
Joey Pepperonis Pizza,381 Broadway,New York,US,New York,40.71812,-74.003042,Restaurant and Pizza Place,0,25
Pizza Mia,3650 US 9W,Highland,US,New York,41.702977,-73.96605,Traditional Pizza Place,0,25
Johns Pizza,83-40 Parsons Blvd,Jamaica,US,New York,40.714599,-73.807591,Italian Restaurant,0,25
Vincenzos Pizzeria,109 Main St,Port Jefferson,US,New York,40.946321,-73.069032,Traditional Pizza Place,0,25
Jacks Pizza Burgers,1000 N Green Bay Rd,Waukegan,US,Illinois,42.375039,-87.883344,Traditional Pizza Place,0,25
Pizza Gyro Express,11232 McKee Rd,Irwin,US,Pennsylvania,40.316689,-79.731172,Others,0,25
Prima Pizza,3651 E Baseline Rd,Gilbert,US,Arizona,33.3777,-111.753371,Traditional Pizza Place,0,25
Marcos Pizza,425 Buford Highway NW,Suwanee,US,Georgia,34.054862,-84.067817,Traditional Pizza Place,0,25
Little Caesars Pizza,3850 N Post Rd,Indianapolis,US,Indiana,39.82715,-86.010261,Restaurant and Pizza Place,0,25
Skuddlebutts Pizza,440 Ogden Ave,Downers Grove,US,Illinois,41.809708,-87.997404,American Restaurant,0,25
Franks Pizza Italia,6308 Livingston Rd,Oxon Hill,US,Maryland,38.802821,-76.987969,Italian Restaurant,25,40
Pizza Factory,926 S Main St,Salinas,US,California,36.663546,-121.657701,Restaurant and Pizza Place,0,25
The Pizza Shop Dry County Brewing Company,585 Oak Ave,Spruce Pine,US,North Carolina,35.915846,-82.06355,Restaurant and Pizza Place,0,25
Brixx Wood Fired Pizza,7403 Kingston Pike,Knoxville,US,Tennessee,35.92972,-84.03249,Italian Restaurant,25,40
Pizza Farm,734 Knox Mountain Road,Rockmart,US,Georgia,34.016486,-85.006056,Italian Restaurant,0,25
Piccolo Pizza,2104 NE 123rd St,Miami,US,Florida,25.889187,-80.156527,Traditional Pizza Place,0,25
Gioia Pizzeria,2240 Polk St,San Francisco,US,California,37.797457,-122.422083,Traditional Pizza Place,25,40
Crossroads II,13976 W Beloit Rd,New Berlin,US,Wisconsin,42.955455,-88.08882,Traditional Pizza Place,0,25
Royal Pizza Restaurant,5506 Myrtle Ave,Ridgewood,US,New York,40.699917,-73.908457,Restaurant and Pizza Place,0,25
Avellinos,775 Goodman Rd E,Southaven,US,Mississippi,34.961509,-89.974807,Traditional Pizza Place,0,25
Romanos,9785 W Higgins Rd,Des Plaines,US,Illinois,41.993958,-87.870327,Italian Restaurant,25,40
Gigis Pizzeria,2009 Francis Lewis Blvd,Whitestone,US,New York,40.779976,-73.802135,Traditional Pizza Place,0,25
Franks Gourmet Pizza,141B Woodbury Road,Woodbury,US,New York,40.828733,-73.461518,Traditional Pizza Place,0,25
Apollo Pizza,112 S Easton Rd,Glenside,US,Pennsylvania,40.100225,-75.153969,Traditional Pizza Place,0,25
Bellacinos Grinders Pizza,2320 Tiffin Ave Ste B,Findlay,US,Ohio,41.057089,-83.59662,Traditional Pizza Place,0,25
Pizza King Decatur,310 E Monroe St,Decatur,US,Indiana,40.831812,-84.919766,Traditional Pizza Place,0,25
Durbins,10240 S Kedzie Ave,Evergreen Park,US,Illinois,41.70687,-87.701518,Restaurant and Pizza Place,25,40
Buckhead Pizza Co,1 Galleria Pkwy SE,Atlanta,US,Georgia,33.883979,-84.466753,Restaurant and Pizza Place,25,40
Crust,509 Painters Run Rd,Pittsburgh,US,Pennsylvania,40.361999,-80.064961,Traditional Pizza Place,0,25
Guys Pizza Co,3105 E Henrietta Rd,Henrietta,US,New York,43.059261,-77.612875,Restaurant and Pizza Place,0,25
5 Pizza,13656 Crosstown Blvd NW,Andover,US,Minnesota,45.21903,-93.327688,Others,0,25
Pudgies Pizza,75 N Main St,Cortland,US,New York,42.605725,-76.180636,Restaurant and Pizza Place,0,25
Joeys Northside Pizzeria,200 Oak Hill Ave,Endicott,US,New York,42.111057,-76.050144,Traditional Pizza Place,0,25
Tarantella,128 Main St,Nyack,US,New York,41.091491,-73.920954,Italian Restaurant,0,25
The Rock Wood Fired Pizza,4862 W Hildebrand Blvd,Kennewick,US,Washington,46.178327,-119.186241,Others,0,25
Happys Pizza,1701 E Apple Ave,Muskegon,US,Michigan,43.2339,-86.201283,Restaurant and Pizza Place,0,25
Artistic Pizzeria,12 W State St,Doylestown,US,Pennsylvania,40.30982,-75.130833,Italian Restaurant,0,25
Tuscan Stone Pizza,2885 78th Ave SE,Mercer Island,US,Washington,47.609948,-122.201855,Restaurant and Pizza Place,0,25
Escape From New York Pizza,831 Middlefield Rd,Redwood City,US,California,37.485115,-122.228429,Restaurant and Pizza Place,0,25
Jerrys Sub and Pizza,684 S Pickett St,Alexandria,US,Virginia,38.803901,-77.133515,Traditional Pizza Place,0,25
Calda,19 Hicksville Rd,Massapequa,US,New York,40.667307,-73.475064,Italian Restaurant,25,40
Buddys Pizzeria,32218 Woodward Ave,Royal Oak,US,Michigan,42.526497,-83.194039,Restaurant and Pizza Place,0,25
The Red Front,71 Division St,Troy,US,New York,42.72616,-73.690946,Traditional Pizza Place,25,40
La Bella Mariella Pizza II,374 Metropolitan Ave,Brooklyn,US,New York,40.714153,-73.955561,Others,0,25
Ponzettis Pizza,144th Street,Ocean City,US,Maryland,38.449025,-75.052121,Traditional Pizza Place,0,25
Joe Santuccis Square Pizza Bar and Grill,4050 Woodhaven Rd E,Philadelphia,US,Pennsylvania,40.085957,-74.971428,Others,0,25
Mulberry Street,30 E Main St,Babylon,US,New York,40.696366,-73.322425,Restaurant and Pizza Place,0,25
MontyQs Brick Oven Pizza,158 Montague St,Brooklyn,US,New York,40.69437,-73.992879,Restaurant and Pizza Place,25,40
Grimaldis Pizza,980 Franklin Ave,Garden City,US,New York,40.729097,-73.635663,Italian Restaurant,25,40
Pizza Petes,528 Columbus Ave,New York,US,New York,40.786197,-73.972401,Italian Restaurant,0,25
Johnnys Pizza Cascade,5495 Cascade Rd SW,Atlanta,US,Georgia,33.731675,-84.567002,Traditional Pizza Place,0,25
Novecento 900 Pizzeria,5605 Centennial Center Blvd,Las Vegas,US,Nevada,36.264719,-115.257991,Traditional Pizza Place,25,40
Yolandas Italian Pizzeria Restaurant,292 E 149th St,Bronx,US,New York,40.817098,-73.921866,Traditional Pizza Place,0,25
Barros Pizza,1431 E Williams Field Rd,Gilbert,US,Arizona,33.306143,-111.759443,Italian Restaurant,25,40
Capones Pizza and Bar,454 W King St,Boone,US,North Carolina,36.21728,-81.680947,Others,0,25
Scooters Cafe,322 Culver St.,Saugatuck,US,Michigan,42.654982,-86.202475,Traditional Pizza Place,0,25
Paradise Restaurant Pizzeria,104 W Girard Ave,Philadelphia,US,Pennsylvania,39.968918,-75.136361,Others,0,25
Pizzeria Del Dio,3210 E Colonial Dr,Orlando,US,Florida,28.552024,-81.3433,Italian Restaurant,25,40
Raimos Wood Fired Brick Oven Pizza,45 Merrick Rd,Amityville,US,New York,40.671438,-73.421956,Italian Restaurant,25,40
Cozzolas Pizza Old Town,241 Linden St,Fort Collins,US,Colorado,40.588845,-105.074756,Others,0,25
Famous Original Rays Pizza,831 7th Ave,New York,US,New York,40.763358,-73.981742,Restaurant and Pizza Place,25,40
Pizzicato,6042 SE Division St,Portland,US,Oregon,45.505268,-122.600757,Traditional Pizza Place,25,40
Papa Johns Pizza,459 W Johnson St,Fond du Lac,US,Wisconsin,43.784667,-88.464375,Restaurant and Pizza Place,0,25
iPizzaNY,707 9th Ave,New York,US,New York,40.7625,-73.989635,Restaurant and Pizza Place,0,25
Casablanca,111A E State St,Ithaca,US,New York,42.439447,-76.498509,Italian Restaurant,25,40
620 on Caton Pizzeria and Restaurant,620 Caton Ave,Brooklyn,US,New York,40.647509,-73.973925,Restaurant and Pizza Place,0,25
Big Slice Pizza,4310 Vance Jackson Rd,San Antonio,US,Texas,29.513039,-98.534918,Restaurant and Pizza Place,0,25
Rays Pizzeria,7214 Blanco Rd,San Antonio,US,Texas,29.52375,-98.504423,Traditional Pizza Place,25,40
Abitinos Pizzeria,936 2nd Ave,New York,US,New York,40.754666,-73.968762,Restaurant and Pizza Place,0,25
Saccones Pizza and Subs,11416 N FM 620 Ste N,Austin,US,Texas,30.453421,-97.828495,Traditional Pizza Place,0,25
Brixx Wood Fired Pizza,1424 Westover Ter,Greensboro,US,North Carolina,36.09164,-79.814653,Restaurant and Pizza Place,0,25
Luigis Pizza Parlor,3800 Stockton Blvd,Sacramento,US,California,38.54026,-121.450414,Restaurant and Pizza Place,25,40
Fabians,691 N High St,Columbus,US,Ohio,39.976548,-83.00346,Restaurant and Pizza Place,25,40
Cenzos Pizzeria,1619 Darby Rd,Havertown,US,Pennsylvania,39.981706,-75.30534,Restaurant and Pizza Place,0,25
Giant Pizza King,3638 El Cajon Blvd,San Diego,US,California,32.755574,-117.114869,Others,0,25
Lovers Pizza Pasta,5605 W Lovers Ln,Dallas,US,Texas,32.851216,-96.817224,Italian Restaurant,0,25
Bellagios Pizzeria Restaurant,211 Airport Plaza Blvd,Farmingdale,US,New York,40.739221,-73.419411,Italian Restaurant,25,40
Zios Pizza,111 S 13th St,Philadelphia,US,Pennsylvania,39.950071,-75.16192,Restaurant and Pizza Place,0,25
Ginas Pizza,4533 Campus Dr,Irvine,US,California,33.649821,-117.832011,Traditional Pizza Place,25,40
Tomato and Basil,226 4th Ave,Brooklyn,US,New York,40.677378,-73.983129,Others,0,25
Amante Pizza,1525 E Olive Way,Seattle,US,Washington,47.61845,-122.325536,Others,0,25
Mama Nitas,5040 W US Highway 52,New Palestine,US,Indiana,39.722914,-85.89633,Traditional Pizza Place,0,25
Unique Pizza,180 S Glendora Ave,West Covina,US,California,34.070553,-117.920997,Traditional Pizza Place,0,25
Beach Bella Pizza,616 Virginia Beach Blvd,Virginia Beach,US,Virginia,36.844691,-75.982375,Traditional Pizza Place,0,25
Pisanellos,355 S Main St,Franklin,US,Ohio,39.560009,-84.304185,Traditional Pizza Place,0,25
Wize Guyz Pizzeria,2498 W Brandon Blvd Ste B,Brandon,US,Florida,27.942765,-82.324359,Traditional Pizza Place,0,25
Pizza Plaza,316 Horsham Rd,Horsham,US,Pennsylvania,40.207147,-75.103839,Traditional Pizza Place,0,25
Papa Giuseppe Pizza,660 Linton Blvd,Delray Beach,US,Florida,26.439219,-80.082404,Traditional Pizza Place,0,25
Jakes Pizza Rostraver,1745 Rostraver Rd,Belle Vernon,US,Pennsylvania,40.179843,-79.805566,Traditional Pizza Place,0,25
Pavones Pizza,500 Butternut St,Syracuse,US,New York,43.059134,-76.147863,Traditional Pizza Place,0,25
John Joes Pizzeria,749 Lydig Ave,Bronx,US,New York,40.85452,-73.865824,Italian Restaurant,0,25
Top Class Pizza,3450 E Orangethorpe Ave,Anaheim,US,California,33.868286,-117.847213,Traditional Pizza Place,0,25
Rosatis Pizza,1085 Nerge Rd,Elk Grove Village,US,Illinois,41.997467,-88.03121,Traditional Pizza Place,0,25
Pizza Bob's,814 S State St,Ann Arbor,US,Michigan,42.2715,-83.7407,American Restaurant,0,25
Chubby Rays Original Louisville Pizza Company,3910 Ruckriegel Pkwy,Louisville,US,Kentucky,38.190252,-85.567658,Others,25,40
NYC Pizza Cafe,6305 Mills Civic Pkwy Ste 3111,West Des Moines,US,Iowa,41.56184,-93.795499,Restaurant and Pizza Place,25,40
Pudgies Pizza,105 East Ave,Wellsboro,US,Pennsylvania,41.746829,-77.28571,Restaurant and Pizza Place,0,25
DAROS Pizza Chicken,44-25 Kissena Blvd,Flushing,US,New York,40.753301,-73.821996,Others,0,25
Bella Pizzeria,2029 Lynnhaven Pkwy,Virginia Beach,US,Virginia,36.792844,-76.123023,Traditional Pizza Place,0,25
Upper Crust Pizza,2586 Churn Creek Rd,Redding,US,California,40.56788,-122.352783,Traditional Pizza Place,0,25
Tonys Pizza,285 Delaware Ave,Palmerton,US,Pennsylvania,40.801629,-75.610446,Traditional Pizza Place,0,25
zpizza,7929 Heritage Village Plz,Gainesville,US,Virginia,38.803957,-77.602647,Restaurant and Pizza Place,0,25
Papa Johns Pizza,110 Hidden Valley Pkwy,Norco,US,California,33.897563,-117.562643,Restaurant and Pizza Place,0,25
Brixx Wood Fired Pizza,1133 Emmet St N,Charlottesville,US,Virginia,38.051919,-78.500545,Restaurant and Pizza Place,25,40
